k=0.800,k=0.825,k=0.850,k=0.875,k=0.900,k=0.925,k=0.950,k=0.975,k=1.000,k=1.025,k=1.050,k=1.075,k=1.100,k=1.125,k=1.150,k=1.175,T,Price,Strike
0.715470,0.713729,0.712039,0.710398,0.708804,0.707253,0.705744,0.704274,0.702842,0.701446,0.700084,0.698754,0.697456,0.696187,0.694947,0.693735,1.420929,0.317424,0.991504
0.469809,0.465052,0.460372,0.455764,0.451226,0.446752,0.442341,0.437990,0.433696,0.429456,0.425270,0.421135,0.417051,0.413016,0.409031,0.405094,0.113047,0.157723,1.151660
0.510761,0.506285,0.501943,0.497733,0.493652,0.489699,0.485875,0.482178,0.478607,0.475164,0.471847,0.468658,0.465597,0.462662,0.459855,0.457175,0.531382,0.132106,0.995605
0.779808,0.773074,0.766463,0.759969,0.753586,0.747309,0.741134,0.735056,0.729072,0.723180,0.717375,0.711658,0.706024,0.700473,0.695004,0.689616,0.749908,0.292433,1.067090
0.637658,0.637514,0.637377,0.637246,0.637120,0.636999,0.636884,0.636773,0.636666,0.636563,0.636464,0.636369,0.636277,0.636189,0.636103,0.636021,1.866404,0.128674,0.614746
0.329875,0.328873,0.327904,0.326965,0.326056,0.325174,0.324318,0.323487,0.322679,0.321894,0.321131,0.320388,0.319665,0.318961,0.318276,0.317607,0.441071,0.101143,1.043652
0.779899,0.777102,0.774398,0.771782,0.769249,0.766796,0.764419,0.762114,0.759878,0.757709,0.755602,0.753557,0.751570,0.749639,0.747761,0.745936,1.119110,0.395688,1.121582
0.700483,0.699883,0.699300,0.698733,0.698181,0.697644,0.697120,0.696609,0.696110,0.695623,0.695148,0.694682,0.694227,0.693782,0.693346,0.692918,0.547760,0.480688,1.394238
0.858083,0.855188,0.852373,0.849634,0.846966,0.844366,0.841830,0.839357,0.836942,0.834583,0.832278,0.830025,0.827821,0.825665,0.823554,0.821486,0.549632,0.501269,1.378418
0.507996,0.501610,0.495357,0.489232,0.483233,0.477356,0.471600,0.465962,0.460440,0.455036,0.449746,0.444572,0.439514,0.434571,0.429744,0.425035,1.539317,0.269635,1.077246
0.494273,0.493529,0.492824,0.492155,0.491520,0.490917,0.490344,0.489800,0.489283,0.488791,0.488324,0.487879,0.487457,0.487055,0.486672,0.486308,0.304433,0.002585,0.696777
0.686515,0.681541,0.676669,0.671893,0.667210,0.662613,0.658099,0.653664,0.649303,0.645015,0.640795,0.636640,0.632548,0.628517,0.624543,0.620625,0.870168,0.206192,0.934473
0.540604,0.537898,0.535470,0.533314,0.531420,0.529781,0.528388,0.527231,0.526297,0.525577,0.525058,0.524727,0.524573,0.524582,0.524742,0.525041,1.873891,0.570180,1.387598
0.683874,0.683448,0.683035,0.682634,0.682245,0.681867,0.681499,0.681141,0.680793,0.680453,0.680122,0.679799,0.679483,0.679175,0.678874,0.678580,0.649770,0.211959,0.998145
0.752458,0.751954,0.751465,0.750991,0.750531,0.750084,0.749650,0.749227,0.748816,0.748416,0.748026,0.747646,0.747274,0.746912,0.746558,0.746212,1.187429,0.394419,1.101074
0.478572,0.474027,0.469582,0.465236,0.460984,0.456827,0.452762,0.448789,0.444908,0.441119,0.437422,0.433819,0.430311,0.426900,0.423587,0.420375,0.540273,0.015277,0.688965
0.671336,0.667751,0.664282,0.660926,0.657679,0.654535,0.651493,0.648548,0.645697,0.642937,0.640266,0.637682,0.635181,0.632762,0.630422,0.628159,0.536062,0.281247,1.137402
0.670524,0.669171,0.667986,0.666959,0.666084,0.665351,0.664752,0.664281,0.663928,0.663686,0.663549,0.663508,0.663558,0.663691,0.663902,0.664183,0.334849,0.387668,1.345410
0.404266,0.395353,0.386627,0.378106,0.369818,0.361793,0.354070,0.346693,0.339712,0.333182,0.327156,0.321689,0.316823,0.312591,0.309006,0.306065,1.124725,0.193115,1.061230
0.782105,0.780909,0.779776,0.778702,0.777683,0.776716,0.775798,0.774926,0.774099,0.773313,0.772567,0.771858,0.771184,0.770545,0.769937,0.769360,0.268870,0.035391,0.711035
0.744290,0.744244,0.744201,0.744158,0.744116,0.744076,0.744037,0.743999,0.743962,0.743926,0.743890,0.743856,0.743822,0.743790,0.743758,0.743726,1.067169,0.550648,1.359863
0.498252,0.495338,0.492500,0.489735,0.487041,0.484413,0.481851,0.479350,0.476909,0.474527,0.472201,0.469929,0.467711,0.465544,0.463427,0.461359,0.904327,0.162204,0.971387
0.447226,0.446508,0.445866,0.445296,0.444793,0.444354,0.443974,0.443650,0.443379,0.443156,0.442979,0.442845,0.442752,0.442696,0.442675,0.442686,0.539805,0.003055,0.636035
0.333688,0.330398,0.327428,0.324790,0.322494,0.320545,0.318947,0.317697,0.316786,0.316203,0.315929,0.315943,0.316221,0.316738,0.317468,0.318384,0.960012,0.019671,0.664941
0.585335,0.585121,0.584920,0.584731,0.584554,0.584386,0.584229,0.584081,0.583941,0.583809,0.583685,0.583568,0.583458,0.583354,0.583257,0.583164,1.944082,0.204709,0.799512
0.498631,0.497210,0.495842,0.494523,0.493251,0.492023,0.490837,0.489691,0.488583,0.487512,0.486475,0.485471,0.484498,0.483556,0.482643,0.481757,1.340912,0.241531,1.042871
0.814837,0.813901,0.813000,0.812132,0.811294,0.810485,0.809704,0.808949,0.808218,0.807510,0.806824,0.806159,0.805513,0.804887,0.804279,0.803688,1.560374,0.624836,1.321191
0.823632,0.823068,0.822521,0.821990,0.821474,0.820972,0.820484,0.820009,0.819545,0.819094,0.818653,0.818223,0.817803,0.817393,0.816992,0.816599,0.287587,0.021123,0.655371
0.276117,0.268487,0.261242,0.254469,0.248281,0.242816,0.238230,0.234679,0.232285,0.231103,0.231093,0.232128,0.234028,0.236603,0.239679,0.243109,1.668935,0.158027,1.053613
0.693949,0.692540,0.691202,0.689930,0.688722,0.687574,0.686482,0.685443,0.684455,0.683515,0.682621,0.681770,0.680960,0.680189,0.679455,0.678756,1.222524,0.557768,1.365723
0.526307,0.525854,0.525414,0.524988,0.524573,0.524169,0.523776,0.523394,0.523021,0.522657,0.522302,0.521955,0.521616,0.521285,0.520961,0.520644,0.963287,0.163142,0.916113
0.314922,0.309712,0.304742,0.300037,0.295622,0.291527,0.287781,0.284412,0.281442,0.278890,0.276766,0.275068,0.273788,0.272906,0.272394,0.272220,0.841156,0.034326,0.812793
0.690664,0.689358,0.688114,0.686927,0.685795,0.684714,0.683682,0.682695,0.681752,0.680849,0.679986,0.679160,0.678369,0.677612,0.676886,0.676191,1.786387,0.302029,0.928223
0.437613,0.436350,0.435120,0.433922,0.432754,0.431615,0.430503,0.429416,0.428354,0.427316,0.426299,0.425304,0.424330,0.423375,0.422438,0.421520,0.660533,0.411858,1.368848
0.754986,0.747288,0.739685,0.732168,0.724730,0.717364,0.710061,0.702817,0.695624,0.688477,0.681370,0.674297,0.667255,0.660237,0.653239,0.646257,0.938955,0.408193,1.261621
0.375022,0.373930,0.372955,0.372091,0.371334,0.370677,0.370116,0.369644,0.369258,0.368952,0.368721,0.368560,0.368465,0.368431,0.368454,0.368530,1.916005,0.349176,1.235840
0.702770,0.698999,0.695320,0.691727,0.688217,0.684785,0.681429,0.678144,0.674929,0.671779,0.668693,0.665669,0.662703,0.659795,0.656942,0.654142,0.128021,0.330181,1.315527
0.766766,0.763565,0.760530,0.757653,0.754930,0.752356,0.749925,0.747635,0.745479,0.743454,0.741554,0.739776,0.738115,0.736567,0.735127,0.733791,0.641815,0.440298,1.304980
0.581096,0.580923,0.580770,0.580636,0.580519,0.580418,0.580332,0.580260,0.580201,0.580154,0.580118,0.580093,0.580077,0.580071,0.580073,0.580083,1.209422,0.338048,1.126855
0.513970,0.508726,0.503590,0.498561,0.493635,0.488810,0.484086,0.479461,0.474935,0.470508,0.466181,0.461955,0.457832,0.453814,0.449904,0.446102,0.419078,0.203142,1.123340
0.585852,0.584745,0.583681,0.582657,0.581671,0.580721,0.579804,0.578920,0.578067,0.577242,0.576446,0.575676,0.574931,0.574210,0.573512,0.572836,1.649282,0.094762,0.612793
0.409181,0.406096,0.403088,0.400154,0.397292,0.394499,0.391774,0.389114,0.386518,0.383985,0.381513,0.379102,0.376752,0.374460,0.372227,0.370051,1.304413,0.280610,1.161621
0.460286,0.455537,0.450916,0.446422,0.442058,0.437824,0.433723,0.429758,0.425933,0.422251,0.418716,0.415333,0.412103,0.409031,0.406119,0.403368,1.050791,0.220763,1.080957
0.404135,0.399404,0.394980,0.390876,0.387102,0.383669,0.380585,0.377854,0.375477,0.373453,0.371773,0.370429,0.369404,0.368682,0.368241,0.368061,1.448537,0.256359,1.120996
0.396342,0.389105,0.382103,0.375352,0.368869,0.362675,0.356790,0.351240,0.346048,0.341237,0.336830,0.332843,0.329291,0.326178,0.323505,0.321261,1.591258,0.232483,1.110059
0.613131,0.610168,0.607290,0.604492,0.601771,0.599124,0.596547,0.594037,0.591592,0.589208,0.586884,0.584617,0.582405,0.580246,0.578139,0.576081,1.345123,0.255893,0.972754
0.549922,0.544453,0.539113,0.533901,0.528814,0.523851,0.519011,0.514295,0.509702,0.505234,0.500892,0.496678,0.492594,0.488642,0.484824,0.481143,0.377431,0.339232,1.307910
0.835771,0.833399,0.831099,0.828866,0.826699,0.824593,0.822546,0.820554,0.818615,0.816726,0.814886,0.813093,0.811344,0.809637,0.807971,0.806345,1.190236,0.214987,0.777051
0.606064,0.603128,0.600273,0.597497,0.594794,0.592162,0.589597,0.587096,0.584656,0.582275,0.579950,0.577679,0.575460,0.573291,0.571170,0.569095,0.951121,0.237543,1.024512
0.621509,0.618546,0.615674,0.612889,0.610187,0.607565,0.605019,0.602548,0.600147,0.597815,0.595549,0.593347,0.591206,0.589126,0.587103,0.585137,0.266998,0.056036,0.830371
0.708325,0.703618,0.699044,0.694599,0.690275,0.686068,0.681973,0.677985,0.674102,0.670318,0.666630,0.663035,0.659530,0.656112,0.652777,0.649525,1.881378,0.446184,1.150879
0.605133,0.602951,0.600836,0.598784,0.596792,0.594856,0.592975,0.591145,0.589364,0.587631,0.585943,0.584298,0.582694,0.581131,0.579606,0.578117,0.897308,0.071724,0.679980
0.556651,0.554367,0.552192,0.550120,0.548148,0.546274,0.544492,0.542801,0.541198,0.539678,0.538240,0.536880,0.535597,0.534386,0.533245,0.532172,1.611847,0.402948,1.189941
0.237503,0.230657,0.223946,0.217403,0.211075,0.205021,0.199318,0.194062,0.189362,0.185329,0.182062,0.179622,0.178014,0.177190,0.177054,0.177491,1.748016,0.018936,0.717090
0.554595,0.551027,0.547584,0.544261,0.541052,0.537954,0.534961,0.532071,0.529278,0.526581,0.523975,0.521458,0.519026,0.516677,0.514408,0.512216,1.952972,0.158422,0.783105
0.767003,0.764011,0.761101,0.758267,0.755506,0.752815,0.750191,0.747630,0.745129,0.742686,0.740298,0.737964,0.735681,0.733446,0.731259,0.729118,0.378367,0.103417,0.837207
0.753055,0.752695,0.752351,0.752022,0.751706,0.751403,0.751112,0.750832,0.750563,0.750305,0.750055,0.749815,0.749583,0.749359,0.749143,0.748934,0.618886,0.435537,1.295020
0.632904,0.630849,0.629037,0.627459,0.626106,0.624966,0.624030,0.623286,0.622724,0.622333,0.622101,0.622019,0.622075,0.622259,0.622562,0.622973,1.390513,0.439226,1.209668
0.355842,0.354455,0.353105,0.351792,0.350513,0.349267,0.348052,0.346867,0.345709,0.344579,0.343475,0.342396,0.341341,0.340309,0.339299,0.338310,1.318451,0.222739,1.108887
0.649894,0.648156,0.646503,0.644930,0.643432,0.642005,0.640647,0.639354,0.638123,0.636950,0.635833,0.634769,0.633756,0.632792,0.631874,0.631000,0.875783,0.320934,1.140723
0.330408,0.326890,0.323568,0.320441,0.317510,0.314776,0.312236,0.309891,0.307739,0.305777,0.304002,0.302410,0.300995,0.299752,0.298675,0.297755,1.847687,0.072867,0.783301
0.900125,0.896460,0.892882,0.889388,0.885973,0.882633,0.879365,0.876164,0.873028,0.869954,0.866939,0.863980,0.861076,0.858223,0.855421,0.852666,0.103689,0.137091,1.030957
0.708513,0.707762,0.707068,0.706428,0.705839,0.705296,0.704798,0.704342,0.703924,0.703543,0.703196,0.702881,0.702597,0.702342,0.702114,0.701911,0.948781,0.260825,0.981348
0.612188,0.611574,0.611011,0.610496,0.610027,0.609598,0.609210,0.608858,0.608540,0.608254,0.607999,0.607773,0.607573,0.607398,0.607247,0.607118,0.812612,0.152242,0.919434
0.489518,0.486781,0.484120,0.481532,0.479013,0.476561,0.474173,0.471846,0.469578,0.467367,0.465211,0.463108,0.461056,0.459054,0.457100,0.455192,0.543081,0.064076,0.831934
0.566134,0.562502,0.559023,0.555695,0.552514,0.549477,0.546583,0.543829,0.541213,0.538731,0.536382,0.534163,0.532072,0.530105,0.528259,0.526531,0.442942,0.028062,0.676465
0.501895,0.500357,0.498986,0.497773,0.496709,0.495787,0.495000,0.494340,0.493799,0.493370,0.493047,0.492823,0.492691,0.492646,0.492680,0.492789,1.585175,0.111665,0.743457
0.542670,0.540358,0.538167,0.536092,0.534127,0.532268,0.530510,0.528849,0.527279,0.525798,0.524401,0.523085,0.521846,0.520681,0.519586,0.518559,1.445262,0.322210,1.122949
0.720624,0.719477,0.718362,0.717278,0.716222,0.715193,0.714190,0.713212,0.712256,0.711323,0.710411,0.709519,0.708646,0.707792,0.706955,0.706135,1.214101,0.278043,0.942480
0.626979,0.626818,0.626663,0.626512,0.626366,0.626224,0.626087,0.625954,0.625824,0.625698,0.625575,0.625456,0.625339,0.625226,0.625115,0.625007,0.293203,0.360607,1.304395
0.441501,0.438281,0.435186,0.432213,0.429360,0.426626,0.424008,0.421505,0.419116,0.416838,0.414670,0.412611,0.410659,0.408811,0.407066,0.405422,0.908071,0.315448,1.260645
0.536853,0.534553,0.532335,0.530195,0.528130,0.526137,0.524213,0.522354,0.520559,0.518826,0.517151,0.515533,0.513970,0.512460,0.511002,0.509593,0.539337,0.283697,1.210645
0.467545,0.464913,0.462380,0.459943,0.457598,0.455344,0.453177,0.451094,0.449093,0.447172,0.445329,0.443561,0.441867,0.440244,0.438691,0.437205,0.799978,0.154640,0.993652
0.796431,0.795846,0.795285,0.794746,0.794228,0.793729,0.793248,0.792784,0.792337,0.791905,0.791488,0.791085,0.790694,0.790317,0.789951,0.789596,0.772369,0.383311,1.155566
0.426160,0.422765,0.419598,0.416659,0.413943,0.411450,0.409174,0.407113,0.405260,0.403611,0.402159,0.400896,0.399815,0.398906,0.398162,0.397573,0.988088,0.335075,1.259082
0.681759,0.678535,0.675512,0.672682,0.670040,0.667579,0.665291,0.663171,0.661212,0.659407,0.657749,0.656234,0.654854,0.653603,0.652476,0.651465,1.386302,0.378805,1.124121
0.603068,0.601976,0.601040,0.600251,0.599601,0.599081,0.598684,0.598402,0.598227,0.598153,0.598171,0.598276,0.598461,0.598720,0.599047,0.599437,0.776581,0.267381,1.085645
0.528937,0.526691,0.524542,0.522487,0.520521,0.518640,0.516840,0.515118,0.513472,0.511897,0.510391,0.508951,0.507575,0.506260,0.505003,0.503802,1.509837,0.197147,0.913574
0.527081,0.525324,0.523636,0.522013,0.520451,0.518949,0.517502,0.516109,0.514766,0.513472,0.512224,0.511021,0.509860,0.508739,0.507657,0.506612,1.940806,0.298324,1.030762
0.484817,0.484226,0.483706,0.483253,0.482863,0.482531,0.482253,0.482025,0.481846,0.481710,0.481615,0.481560,0.481539,0.481553,0.481597,0.481671,1.616994,0.194698,0.922559
0.815701,0.811337,0.807117,0.803033,0.799082,0.795258,0.791558,0.787977,0.784511,0.781159,0.777916,0.774779,0.771746,0.768814,0.765980,0.763243,0.247345,0.365474,1.301660
0.741624,0.738500,0.735518,0.732672,0.729957,0.727367,0.724897,0.722543,0.720299,0.718162,0.716127,0.714191,0.712349,0.710598,0.708934,0.707354,1.468191,0.509202,1.254785
0.399815,0.397441,0.395190,0.393058,0.391045,0.389146,0.387360,0.385685,0.384117,0.382655,0.381294,0.380032,0.378866,0.377793,0.376809,0.375911,1.238434,0.247196,1.119043
0.568471,0.563327,0.558292,0.553362,0.548534,0.543805,0.539173,0.534636,0.530193,0.525842,0.521583,0.517416,0.513342,0.509361,0.505473,0.501680,0.497223,0.404703,1.368652
0.771353,0.770331,0.769360,0.768439,0.767564,0.766731,0.765940,0.765187,0.764471,0.763789,0.763139,0.762520,0.761931,0.761369,0.760834,0.760324,1.951569,0.160650,0.609668
0.466539,0.462564,0.458729,0.455033,0.451474,0.448053,0.444771,0.441627,0.438622,0.435757,0.433032,0.430447,0.428003,0.425699,0.423534,0.421506,0.340932,0.274121,1.247754
0.436580,0.428993,0.421667,0.414649,0.407997,0.401787,0.396105,0.391046,0.386700,0.383141,0.380410,0.378509,0.377396,0.377000,0.377229,0.377983,0.242198,0.296105,1.294824
0.704868,0.704310,0.703791,0.703308,0.702858,0.702440,0.702051,0.701689,0.701353,0.701042,0.700753,0.700486,0.700239,0.700011,0.699801,0.699608,0.841624,0.326747,1.113379
0.398988,0.397300,0.395686,0.394142,0.392665,0.391254,0.389906,0.388617,0.387388,0.386214,0.385095,0.384027,0.383011,0.382043,0.381122,0.380246,0.617483,0.076897,0.894434
0.824731,0.824346,0.823999,0.823688,0.823411,0.823165,0.822947,0.822757,0.822591,0.822450,0.822329,0.822230,0.822149,0.822087,0.822041,0.822010,0.942698,0.492097,1.267480
0.776882,0.776295,0.775795,0.775376,0.775034,0.774762,0.774555,0.774410,0.774322,0.774287,0.774301,0.774361,0.774463,0.774604,0.774782,0.774994,1.186961,0.566280,1.325684
0.672232,0.669163,0.666203,0.663347,0.660591,0.657932,0.655366,0.652889,0.650499,0.648192,0.645966,0.643818,0.641747,0.639748,0.637821,0.635963,1.469126,0.325743,1.040527
0.520365,0.517984,0.515712,0.513545,0.511479,0.509511,0.507638,0.505857,0.504165,0.502559,0.501037,0.499595,0.498231,0.496943,0.495727,0.494582,0.571625,0.133267,0.963965
0.836540,0.836327,0.836120,0.835919,0.835724,0.835535,0.835351,0.835172,0.834998,0.834828,0.834662,0.834500,0.834343,0.834189,0.834038,0.833891,1.013824,0.440055,1.156152
0.688393,0.682633,0.676999,0.671485,0.666086,0.660799,0.655620,0.650546,0.645574,0.640701,0.635927,0.631248,0.626663,0.622172,0.617774,0.613466,0.635264,0.087622,0.781934
0.572495,0.570542,0.568726,0.567040,0.565477,0.564032,0.562699,0.561473,0.560347,0.559318,0.558380,0.557528,0.556758,0.556066,0.555448,0.554899,1.753632,0.100605,0.647754
0.529262,0.521916,0.514696,0.507606,0.500649,0.493831,0.487160,0.480645,0.474299,0.468131,0.462158,0.456392,0.450849,0.445542,0.440487,0.435695,0.899648,0.420561,1.370801
0.430749,0.426415,0.422533,0.419134,0.416240,0.413870,0.412032,0.410725,0.409937,0.409642,0.409809,0.410397,0.411362,0.412655,0.414233,0.416050,0.766286,0.331832,1.263184
0.525775,0.524312,0.522919,0.521593,0.520330,0.519127,0.517982,0.516892,0.515854,0.514866,0.513925,0.513030,0.512178,0.511368,0.510598,0.509865,0.688141,0.336041,1.249121
0.760960,0.758808,0.756723,0.754702,0.752740,0.750836,0.748986,0.747187,0.745438,0.743734,0.742076,0.740459,0.738884,0.737347,0.735847,0.734383,1.998362,0.184691,0.637012
0.645732,0.640574,0.635584,0.630760,0.626101,0.621605,0.617273,0.613104,0.609098,0.605257,0.601579,0.598066,0.594718,0.591535,0.588515,0.585659,0.389598,0.110850,0.884863
0.691260,0.691145,0.691033,0.690925,0.690820,0.690718,0.690618,0.690521,0.690427,0.690336,0.690246,0.690159,0.690073,0.689990,0.689909,0.689829,1.575348,0.337583,1.016699
0.643713,0.637709,0.631827,0.626062,0.620409,0.614865,0.609428,0.604095,0.598864,0.593735,0.588707,0.583780,0.578953,0.574228,0.569606,0.565087,0.308177,0.021353,0.602051
0.694853,0.691540,0.688339,0.685246,0.682255,0.679364,0.676568,0.673864,0.671249,0.668719,0.666272,0.663905,0.661616,0.659402,0.657260,0.655190,0.138316,0.011858,0.743652
0.548605,0.545619,0.542707,0.539865,0.537089,0.534378,0.531727,0.529134,0.526597,0.524113,0.521680,0.519296,0.516959,0.514668,0.512421,0.510217,1.291779,0.175805,0.881543
0.440445,0.432133,0.423997,0.416042,0.408276,0.400706,0.393345,0.386204,0.379298,0.372644,0.366259,0.360161,0.354370,0.348904,0.343780,0.339012,1.259491,0.097480,0.762598
0.442481,0.437004,0.431640,0.426389,0.421251,0.416229,0.411324,0.406541,0.401883,0.397354,0.392959,0.388705,0.384595,0.380635,0.376831,0.373187,1.571136,0.062353,0.619434
0.329933,0.325557,0.321232,0.316951,0.312711,0.308509,0.304341,0.300202,0.296092,0.292005,0.287940,0.283894,0.279866,0.275852,0.271851,0.267861,1.744741,0.367244,1.325879
0.438085,0.431469,0.425059,0.418864,0.412896,0.407165,0.401686,0.396472,0.391537,0.386894,0.382556,0.378533,0.374834,0.371465,0.368426,0.365715,1.677826,0.341300,1.214746
0.514610,0.513343,0.512149,0.511025,0.509966,0.508969,0.508032,0.507150,0.506321,0.505542,0.504811,0.504126,0.503483,0.502881,0.502319,0.501793,1.230947,0.399273,1.251465
0.582597,0.581678,0.580797,0.579951,0.579139,0.578359,0.577609,0.576887,0.576192,0.575523,0.574877,0.574255,0.573655,0.573076,0.572516,0.571976,1.080739,0.091970,0.729980
0.581871,0.581528,0.581195,0.580872,0.580558,0.580252,0.579955,0.579665,0.579383,0.579108,0.578839,0.578576,0.578320,0.578069,0.577824,0.577584,1.234690,0.158543,0.830762
0.483664,0.480816,0.478038,0.475326,0.472678,0.470089,0.467558,0.465081,0.462657,0.460282,0.457955,0.455674,0.453437,0.451242,0.449087,0.446973,1.697947,0.486668,1.387012
0.711227,0.710180,0.709189,0.708250,0.707360,0.706517,0.705716,0.704956,0.704234,0.703549,0.702898,0.702279,0.701692,0.701133,0.700601,0.700096,1.954376,0.561354,1.261426
0.746276,0.745203,0.744171,0.743180,0.742225,0.741305,0.740417,0.739561,0.738735,0.737936,0.737165,0.736418,0.735695,0.734995,0.734317,0.733660,0.977325,0.360046,1.110645
0.801982,0.801260,0.800559,0.799877,0.799214,0.798568,0.797939,0.797325,0.796725,0.796140,0.795569,0.795010,0.794463,0.793928,0.793405,0.792892,0.866425,0.165608,0.794238
0.718520,0.718395,0.718289,0.718201,0.718128,0.718071,0.718027,0.717996,0.717976,0.717968,0.717969,0.717981,0.718001,0.718029,0.718064,0.718107,0.869232,0.536232,1.377832
0.621831,0.618049,0.614357,0.610751,0.607226,0.603780,0.600408,0.597107,0.593874,0.590707,0.587603,0.584560,0.581575,0.578647,0.575774,0.572953,1.496735,0.351152,1.110840
0.441292,0.440840,0.440432,0.440066,0.439739,0.439447,0.439189,0.438963,0.438766,0.438596,0.438453,0.438333,0.438236,0.438161,0.438105,0.438067,1.399404,0.172798,0.937598
0.526459,0.523537,0.520710,0.517973,0.515324,0.512759,0.510275,0.507869,0.505539,0.503284,0.501099,0.498984,0.496937,0.494955,0.493037,0.491181,1.041433,0.319260,1.187793
0.639304,0.638915,0.638537,0.638170,0.637813,0.637466,0.637128,0.636799,0.636479,0.636166,0.635861,0.635562,0.635271,0.634987,0.634708,0.634436,0.163116,0.168486,1.115527
0.601105,0.595902,0.590840,0.585914,0.581122,0.576462,0.571931,0.567529,0.563255,0.559107,0.555086,0.551191,0.547421,0.543779,0.540262,0.536871,0.379303,0.109100,0.918262
0.652583,0.650654,0.648795,0.647003,0.645275,0.643608,0.641999,0.640445,0.638944,0.637494,0.636092,0.634736,0.633425,0.632156,0.630929,0.629740,0.853790,0.333031,1.162012
0.859026,0.856371,0.853810,0.851338,0.848950,0.846644,0.844414,0.842257,0.840170,0.838151,0.836195,0.834301,0.832466,0.830687,0.828963,0.827292,0.434987,0.230985,1.013379
0.727005,0.726747,0.726496,0.726253,0.726016,0.725786,0.725563,0.725345,0.725132,0.724925,0.724723,0.724525,0.724332,0.724144,0.723960,0.723779,0.364797,0.145563,0.930957
0.358098,0.348621,0.339122,0.329604,0.320068,0.310525,0.300999,0.291528,0.282169,0.273006,0.264150,0.255747,0.247962,0.240971,0.234921,0.229904,0.699371,0.015214,0.647363
0.579341,0.576317,0.573389,0.570552,0.567802,0.565136,0.562551,0.560044,0.557612,0.555251,0.552961,0.550738,0.548580,0.546486,0.544453,0.542479,0.686737,0.194610,1.031543
0.422127,0.414860,0.407759,0.400827,0.394072,0.387502,0.381125,0.374954,0.369001,0.363279,0.357804,0.352589,0.347649,0.342999,0.338651,0.334614,1.021311,0.195285,1.091309
0.423700,0.422720,0.421766,0.420836,0.419930,0.419045,0.418182,0.417338,0.416514,0.415707,0.414918,0.414145,0.413387,0.412645,0.411917,0.411203,0.528575,0.104268,0.954980
0.649969,0.645464,0.641047,0.636713,0.632458,0.628278,0.624169,0.620126,0.616148,0.612231,0.608373,0.604570,0.600820,0.597122,0.593473,0.589872,0.290863,0.131643,0.996582
0.626994,0.626258,0.625591,0.624991,0.624452,0.623970,0.623542,0.623165,0.622835,0.622550,0.622307,0.622102,0.621935,0.621802,0.621701,0.621630,1.237498,0.306421,1.068066
0.643404,0.639698,0.636151,0.632756,0.629509,0.626403,0.623433,0.620594,0.617883,0.615294,0.612822,0.610465,0.608217,0.606076,0.604037,0.602096,1.323130,0.429570,1.226074
0.638120,0.637395,0.636694,0.636016,0.635359,0.634722,0.634105,0.633506,0.632924,0.632358,0.631808,0.631273,0.630752,0.630244,0.629750,0.629267,1.750824,0.266224,0.898145
0.616884,0.615254,0.613706,0.612235,0.610836,0.609508,0.608244,0.607043,0.605902,0.604817,0.603786,0.602806,0.601875,0.600990,0.600150,0.599352,1.368052,0.480667,1.298535
0.830448,0.829080,0.827785,0.826560,0.825400,0.824301,0.823260,0.822274,0.821340,0.820454,0.819615,0.818820,0.818066,0.817352,0.816676,0.816035,1.327342,0.478922,1.158887
0.634690,0.634399,0.634146,0.633929,0.633744,0.633591,0.633465,0.633366,0.633292,0.633240,0.633210,0.633199,0.633206,0.633231,0.633272,0.633328,1.715729,0.308063,0.976465
0.719764,0.719387,0.719022,0.718666,0.718321,0.717984,0.717657,0.717337,0.717026,0.716722,0.716426,0.716136,0.715853,0.715576,0.715305,0.715040,1.484568,0.454806,1.170215
0.539844,0.535676,0.531621,0.527676,0.523838,0.520103,0.516471,0.512938,0.509503,0.506165,0.502922,0.499773,0.496718,0.493755,0.490883,0.488102,0.191661,0.290278,1.286621
0.839511,0.837105,0.834828,0.832674,0.830637,0.828711,0.826892,0.825174,0.823553,0.822024,0.820584,0.819228,0.817953,0.816754,0.815629,0.814574,0.365265,0.375006,1.253418
0.460816,0.459762,0.458740,0.457749,0.456787,0.455852,0.454944,0.454060,0.453200,0.452362,0.451545,0.450749,0.449973,0.449215,0.448475,0.447753,0.151418,0.309476,1.298340
0.765638,0.758998,0.752459,0.746014,0.739656,0.733379,0.727176,0.721044,0.714977,0.708970,0.703019,0.697121,0.691270,0.685465,0.679701,0.673975,0.938487,0.215850,0.885840
0.506421,0.505432,0.504468,0.503530,0.502615,0.501723,0.500852,0.500001,0.499170,0.498356,0.497560,0.496781,0.496018,0.495270,0.494536,0.493817,1.549611,0.522963,1.380176
0.768048,0.767509,0.766986,0.766481,0.765990,0.765514,0.765052,0.764602,0.764165,0.763740,0.763326,0.762922,0.762528,0.762144,0.761769,0.761403,0.597361,0.131206,0.800293
0.598062,0.597518,0.596999,0.596504,0.596031,0.595578,0.595144,0.594729,0.594331,0.593949,0.593582,0.593230,0.592891,0.592566,0.592253,0.591952,1.982920,0.224739,0.829395
0.165984,0.161354,0.156891,0.152661,0.148754,0.145291,0.142414,0.140272,0.138981,0.138584,0.139029,0.140184,0.141886,0.143976,0.146323,0.148825,1.333893,-0.013121,0.683105
0.431773,0.429574,0.427432,0.425343,0.423304,0.421314,0.419370,0.417471,0.415614,0.413798,0.412021,0.410282,0.408580,0.406912,0.405279,0.403679,0.330170,0.054252,0.886230
