k=0.800,k=0.825,k=0.850,k=0.875,k=0.900,k=0.925,k=0.950,k=0.975,k=1.000,k=1.025,k=1.050,k=1.075,k=1.100,k=1.125,k=1.150,k=1.175,T,Price,Strike
0.245040,0.236174,0.227153,0.217959,0.208586,0.199052,0.189421,0.179840,0.170591,0.162154,0.155184,0.150269,0.147557,0.146696,0.147144,0.148431,0.644155,0.052373,0.985254
0.603354,0.598568,0.593881,0.589286,0.584779,0.580355,0.576011,0.571742,0.567545,0.563417,0.559355,0.555356,0.551417,0.547536,0.543711,0.539939,1.708710,0.291276,0.987793
0.551677,0.549346,0.547184,0.545187,0.543350,0.541666,0.540130,0.538737,0.537482,0.536357,0.535358,0.534479,0.533713,0.533055,0.532498,0.532038,1.085419,0.198612,0.973145
0.177534,0.174713,0.171989,0.169370,0.166866,0.164487,0.162243,0.160149,0.158216,0.156457,0.154881,0.153497,0.152308,0.151314,0.150509,0.149887,0.400360,0.010520,0.691113
0.844674,0.844135,0.843611,0.843103,0.842608,0.842127,0.841658,0.841202,0.840756,0.840322,0.839898,0.839484,0.839079,0.838683,0.838295,0.837916,1.447133,0.633516,1.333691
0.520245,0.512757,0.505376,0.498097,0.490916,0.483832,0.476840,0.469941,0.463133,0.456416,0.449790,0.443258,0.436821,0.430482,0.424244,0.418111,1.520599,0.204641,0.937988
0.569183,0.567680,0.566215,0.564785,0.563389,0.562025,0.560691,0.559386,0.558108,0.556857,0.555630,0.554428,0.553248,0.552090,0.550952,0.549835,0.344676,0.019912,0.745605
0.510547,0.509376,0.508344,0.507447,0.506676,0.506027,0.505491,0.505064,0.504738,0.504508,0.504366,0.504308,0.504327,0.504417,0.504574,0.504792,0.558990,0.045486,0.753613
0.788293,0.784884,0.781588,0.778402,0.775319,0.772335,0.769445,0.766645,0.763932,0.761301,0.758750,0.756275,0.753873,0.751542,0.749279,0.747081,1.242177,0.360401,1.046973
0.603437,0.601055,0.598772,0.596583,0.594484,0.592471,0.590540,0.588688,0.586911,0.585207,0.583572,0.582004,0.580499,0.579057,0.577673,0.576346,0.933339,0.122221,0.813379
0.394028,0.388943,0.384021,0.379262,0.374670,0.370247,0.365997,0.361922,0.358028,0.354316,0.350792,0.347459,0.344318,0.341373,0.338624,0.336071,1.176198,0.129999,0.945801
0.444320,0.442520,0.440940,0.439570,0.438402,0.437426,0.436633,0.436013,0.435556,0.435253,0.435092,0.435065,0.435163,0.435374,0.435692,0.436106,1.972626,0.264593,1.021191
0.553565,0.547032,0.540605,0.534282,0.528058,0.521932,0.515902,0.509970,0.504134,0.498398,0.492764,0.487235,0.481816,0.476512,0.471328,0.466272,0.604380,0.029571,0.648926
0.644972,0.638735,0.632629,0.626649,0.620788,0.615043,0.609408,0.603880,0.598456,0.593131,0.587903,0.582769,0.577728,0.572775,0.567911,0.563131,1.409698,0.479445,1.314746
0.263498,0.261118,0.258920,0.256912,0.255100,0.253491,0.252088,0.250895,0.249911,0.249132,0.248552,0.248161,0.247948,0.247900,0.248001,0.248236,0.481781,-0.003413,0.756934
0.710712,0.703995,0.697380,0.690860,0.684429,0.678082,0.671813,0.665618,0.659493,0.653434,0.647438,0.641501,0.635619,0.629792,0.624015,0.618288,1.541189,0.512457,1.297754
0.703764,0.702682,0.701655,0.700680,0.699753,0.698872,0.698034,0.697236,0.696477,0.695755,0.695067,0.694412,0.693788,0.693193,0.692627,0.692088,0.583323,0.356264,1.211426
0.746472,0.744457,0.742495,0.740583,0.738718,0.736898,0.735121,0.733384,0.731685,0.730024,0.728397,0.726804,0.725243,0.723712,0.722211,0.720738,1.502818,0.510080,1.221387
0.835083,0.833228,0.831425,0.829671,0.827964,0.826302,0.824682,0.823103,0.821561,0.820056,0.818586,0.817149,0.815743,0.814368,0.813022,0.811704,0.152822,0.335621,1.288379
0.791698,0.787611,0.783621,0.779724,0.775915,0.772189,0.768543,0.764972,0.761474,0.758045,0.754682,0.751383,0.748145,0.744965,0.741842,0.738774,1.059214,0.320591,1.021387
0.512794,0.511904,0.511040,0.510202,0.509388,0.508597,0.507827,0.507077,0.506347,0.505635,0.504941,0.504264,0.503602,0.502956,0.502324,0.501707,0.214122,0.018383,0.759277
0.455360,0.453331,0.451521,0.449922,0.448524,0.447319,0.446298,0.445452,0.444771,0.444246,0.443868,0.443627,0.443515,0.443523,0.443642,0.443863,1.838328,0.173311,0.888574
0.720868,0.720837,0.720807,0.720780,0.720755,0.720732,0.720710,0.720690,0.720672,0.720655,0.720640,0.720626,0.720613,0.720601,0.720590,0.720580,1.431224,0.259440,0.903223
0.568728,0.564237,0.559856,0.555580,0.551406,0.547330,0.543351,0.539466,0.535672,0.531969,0.528355,0.524828,0.521387,0.518032,0.514762,0.511575,0.991364,0.378848,1.260059
0.592618,0.591069,0.589571,0.588121,0.586716,0.585355,0.584035,0.582754,0.581510,0.580302,0.579128,0.577987,0.576876,0.575796,0.574744,0.573720,1.291311,0.098405,0.696191
0.684065,0.681696,0.679384,0.677128,0.674924,0.672770,0.670662,0.668600,0.666580,0.664601,0.662660,0.660757,0.658889,0.657056,0.655255,0.653485,0.134104,0.011753,0.785059
0.394248,0.390590,0.387155,0.383947,0.380965,0.378210,0.375682,0.373380,0.371301,0.369442,0.367796,0.366359,0.365123,0.364078,0.363217,0.362529,1.509369,0.245259,1.100293
0.820586,0.816318,0.812168,0.808130,0.804198,0.800369,0.796637,0.793000,0.789454,0.785995,0.782621,0.779328,0.776115,0.772978,0.769916,0.766925,0.403168,0.243679,1.080371
0.497818,0.493927,0.490190,0.486605,0.483170,0.479884,0.476745,0.473750,0.470899,0.468190,0.465620,0.463188,0.460891,0.458726,0.456692,0.454784,1.315175,0.352782,1.209277
0.417581,0.410797,0.404340,0.398266,0.392649,0.387575,0.383142,0.379449,0.376578,0.374576,0.373442,0.373125,0.373535,0.374560,0.376087,0.378009,0.176219,0.139195,1.122559
0.666684,0.666183,0.665705,0.665248,0.664810,0.664392,0.663991,0.663607,0.663238,0.662884,0.662544,0.662217,0.661903,0.661600,0.661309,0.661028,1.969350,0.250068,0.835449
0.475412,0.470874,0.466491,0.462260,0.458178,0.454243,0.450452,0.446803,0.443294,0.439924,0.436691,0.433592,0.430626,0.427790,0.425084,0.422505,1.590322,0.092243,0.680957
0.827306,0.827222,0.827142,0.827065,0.826991,0.826921,0.826853,0.826788,0.826725,0.826665,0.826607,0.826551,0.826497,0.826445,0.826394,0.826346,0.387258,0.144689,0.891895
0.733029,0.731859,0.730784,0.729795,0.728888,0.728058,0.727299,0.726608,0.725981,0.725413,0.724901,0.724442,0.724033,0.723670,0.723352,0.723074,1.609039,0.598342,1.348535
0.407707,0.404839,0.402142,0.399615,0.397261,0.395081,0.393076,0.391244,0.389585,0.388097,0.386776,0.385619,0.384619,0.383769,0.383064,0.382495,0.916962,0.127098,0.956738
0.892071,0.889486,0.886965,0.884505,0.882103,0.879755,0.877460,0.875213,0.873014,0.870860,0.868749,0.866678,0.864647,0.862653,0.860695,0.858771,0.104156,0.037598,0.778027
0.709159,0.708753,0.708381,0.708043,0.707734,0.707453,0.707198,0.706968,0.706760,0.706574,0.706408,0.706260,0.706130,0.706017,0.705919,0.705835,0.257640,0.093829,0.913379
0.612779,0.607549,0.602494,0.597609,0.592888,0.588327,0.583922,0.579669,0.575565,0.571606,0.567789,0.564111,0.560570,0.557162,0.553884,0.550735,1.818675,0.450892,1.230371
0.542483,0.540133,0.537919,0.535837,0.533880,0.532046,0.530328,0.528722,0.527224,0.525830,0.524535,0.523335,0.522226,0.521204,0.520266,0.519406,1.570201,0.070423,0.609863
0.485379,0.485225,0.485076,0.484931,0.484791,0.484654,0.484522,0.484393,0.484268,0.484146,0.484027,0.483912,0.483799,0.483688,0.483581,0.483475,0.504710,0.015549,0.666699
0.481628,0.481035,0.480459,0.479901,0.479359,0.478831,0.478318,0.477819,0.477332,0.476858,0.476396,0.475944,0.475504,0.475073,0.474652,0.474241,1.501882,0.057387,0.601660
0.372171,0.370095,0.368063,0.366075,0.364126,0.362216,0.360343,0.358504,0.356698,0.354924,0.353180,0.351464,0.349777,0.348115,0.346479,0.344868,1.107880,0.026375,0.654785
0.774084,0.771637,0.769264,0.766959,0.764719,0.762542,0.760425,0.758363,0.756356,0.754400,0.752493,0.750633,0.748818,0.747047,0.745317,0.743627,0.649302,0.088853,0.665332
0.801955,0.801873,0.801793,0.801716,0.801640,0.801567,0.801496,0.801426,0.801359,0.801293,0.801229,0.801166,0.801104,0.801045,0.800986,0.800929,1.233754,0.149675,0.665918
0.781567,0.780468,0.779444,0.778489,0.777599,0.776770,0.775999,0.775283,0.774618,0.774001,0.773430,0.772902,0.772415,0.771966,0.771553,0.771175,1.031138,0.217665,0.825293
0.725411,0.725125,0.724848,0.724578,0.724317,0.724063,0.723816,0.723575,0.723341,0.723113,0.722891,0.722673,0.722462,0.722255,0.722052,0.721854,1.458364,0.119527,0.640332
0.615201,0.614196,0.613224,0.612281,0.611366,0.610477,0.609614,0.608774,0.607957,0.607162,0.606387,0.605632,0.604895,0.604176,0.603474,0.602789,1.615122,0.251581,0.922754
0.499251,0.491939,0.484888,0.478126,0.471680,0.465583,0.459870,0.454574,0.449728,0.445359,0.441488,0.438126,0.435275,0.432926,0.431061,0.429651,0.630585,0.109992,0.950488
0.414639,0.414226,0.413837,0.413469,0.413121,0.412793,0.412482,0.412188,0.411909,0.411646,0.411396,0.411160,0.410936,0.410724,0.410523,0.410333,1.275869,0.094984,0.841895
0.634270,0.633642,0.633032,0.632439,0.631863,0.631302,0.630756,0.630224,0.629705,0.629199,0.628705,0.628222,0.627750,0.627288,0.626837,0.626395,1.059682,0.065126,0.630957
0.542892,0.542366,0.541871,0.541406,0.540968,0.540556,0.540168,0.539803,0.539459,0.539135,0.538830,0.538543,0.538273,0.538019,0.537780,0.537555,1.461639,0.421588,1.240527
0.778410,0.778248,0.778097,0.777955,0.777823,0.777699,0.777583,0.777475,0.777374,0.777279,0.777190,0.777107,0.777030,0.776958,0.776890,0.776827,0.952525,0.099321,0.631934
0.801573,0.799351,0.797203,0.795126,0.793115,0.791167,0.789280,0.787449,0.785674,0.783950,0.782276,0.780650,0.779069,0.777532,0.776037,0.774582,0.873444,0.303673,1.022559
0.774139,0.770620,0.767210,0.763906,0.760702,0.757594,0.754579,0.751652,0.748811,0.746052,0.743373,0.740771,0.738242,0.735786,0.733399,0.731080,0.223012,0.129585,0.995215
0.712578,0.711689,0.710827,0.709990,0.709178,0.708388,0.707620,0.706872,0.706143,0.705433,0.704740,0.704064,0.703404,0.702759,0.702129,0.701512,1.189768,0.194366,0.826074
0.565325,0.563402,0.561636,0.560019,0.558546,0.557209,0.556002,0.554920,0.553955,0.553103,0.552356,0.551711,0.551160,0.550698,0.550321,0.550023,1.955780,0.390928,1.144043
0.851995,0.851932,0.851871,0.851812,0.851755,0.851699,0.851644,0.851591,0.851540,0.851490,0.851441,0.851393,0.851346,0.851300,0.851255,0.851212,1.489716,0.408608,1.007324
0.542754,0.539762,0.536958,0.534338,0.531897,0.529630,0.527532,0.525598,0.523823,0.522201,0.520727,0.519394,0.518197,0.517130,0.516186,0.515360,1.620738,0.469446,1.311816
0.748761,0.745367,0.742078,0.738888,0.735795,0.732793,0.729879,0.727049,0.724301,0.721630,0.719035,0.716512,0.714060,0.711675,0.709356,0.707101,0.822439,0.427776,1.260254
0.645216,0.644077,0.642970,0.641895,0.640850,0.639833,0.638842,0.637876,0.636935,0.636016,0.635119,0.634242,0.633386,0.632548,0.631728,0.630926,1.693268,0.167767,0.725488
0.707819,0.704308,0.700919,0.697649,0.694492,0.691445,0.688501,0.685659,0.682914,0.680262,0.677701,0.675227,0.672837,0.670529,0.668300,0.666147,0.830393,0.483964,1.357324
0.540326,0.538100,0.536036,0.534130,0.532379,0.530778,0.529322,0.528006,0.526826,0.525776,0.524851,0.524046,0.523353,0.522768,0.522285,0.521897,0.829926,0.414095,1.315137
0.668516,0.668238,0.667968,0.667706,0.667452,0.667205,0.666966,0.666732,0.666506,0.666285,0.666069,0.665859,0.665655,0.665455,0.665259,0.665069,0.958140,0.076265,0.609277
0.585994,0.578696,0.571487,0.564360,0.557307,0.550322,0.543399,0.536533,0.529719,0.522952,0.516228,0.509544,0.502895,0.496280,0.489695,0.483138,0.477570,0.338319,1.296973
0.734142,0.727793,0.721601,0.715561,0.709672,0.703929,0.698331,0.692877,0.687566,0.682399,0.677375,0.672495,0.667760,0.663171,0.658730,0.654438,0.333913,0.173658,1.017871
0.871256,0.869995,0.868769,0.867576,0.866414,0.865280,0.864175,0.863095,0.862041,0.861010,0.860002,0.859015,0.858050,0.857104,0.856177,0.855268,0.500031,0.267640,1.068652
0.745374,0.742359,0.739524,0.736861,0.734366,0.732031,0.729852,0.727822,0.725936,0.724189,0.722573,0.721085,0.719719,0.718469,0.717330,0.716296,1.074656,0.477076,1.272363
0.249721,0.243451,0.237675,0.232487,0.228000,0.224336,0.221611,0.219912,0.219272,0.219656,0.220963,0.223051,0.225763,0.228949,0.232480,0.236250,1.493459,0.431239,1.397949
0.717933,0.712696,0.707593,0.702620,0.697771,0.693043,0.688432,0.683936,0.679550,0.675273,0.671103,0.667036,0.663071,0.659207,0.655441,0.651772,1.075124,0.387507,1.193262
0.390754,0.388622,0.386548,0.384526,0.382556,0.380635,0.378760,0.376929,0.375140,0.373393,0.371685,0.370014,0.368379,0.366779,0.365213,0.363680,0.519684,0.301384,1.272559
0.624381,0.620978,0.617688,0.614504,0.611421,0.608436,0.605543,0.602739,0.600020,0.597382,0.594822,0.592337,0.589925,0.587582,0.585306,0.583094,1.989939,0.332752,0.995410
0.849079,0.848251,0.847454,0.846687,0.845947,0.845233,0.844543,0.843877,0.843232,0.842609,0.842005,0.841420,0.840852,0.840302,0.839767,0.839248,1.496267,0.524758,1.201270
0.891533,0.889893,0.888298,0.886745,0.885231,0.883755,0.882315,0.880908,0.879534,0.878190,0.876876,0.875589,0.874330,0.873096,0.871886,0.870700,0.172943,0.054602,0.823145
0.810697,0.807910,0.805198,0.802558,0.799986,0.797478,0.795033,0.792646,0.790314,0.788037,0.785810,0.783632,0.781502,0.779416,0.777373,0.775372,0.358714,0.131728,0.892285
0.421992,0.421830,0.421684,0.421553,0.421434,0.421329,0.421235,0.421152,0.421079,0.421015,0.420960,0.420914,0.420875,0.420843,0.420818,0.420799,1.164500,0.453087,1.374902
0.405781,0.402554,0.399434,0.396418,0.393504,0.390689,0.387969,0.385343,0.382808,0.380362,0.378003,0.375728,0.373536,0.371425,0.369394,0.367440,1.663788,0.342987,1.225293
0.654619,0.652130,0.649751,0.647478,0.645305,0.643227,0.641240,0.639339,0.637521,0.635783,0.634120,0.632529,0.631008,0.629553,0.628162,0.626832,1.391917,0.164164,0.763574
0.500985,0.492778,0.484690,0.476722,0.468882,0.461183,0.453641,0.446279,0.439128,0.432225,0.425616,0.419350,0.413479,0.408053,0.403112,0.398684,0.220673,0.009986,0.690527
0.531572,0.530729,0.529909,0.529112,0.528335,0.527578,0.526840,0.526119,0.525416,0.524728,0.524056,0.523399,0.522755,0.522125,0.521508,0.520903,0.225820,0.010202,0.646387
0.798065,0.797853,0.797671,0.797518,0.797391,0.797287,0.797207,0.797147,0.797107,0.797084,0.797078,0.797088,0.797111,0.797149,0.797199,0.797260,0.490204,0.187366,0.950293
0.471155,0.465577,0.460058,0.454594,0.449177,0.443803,0.438467,0.433164,0.427890,0.422641,0.417412,0.412201,0.407004,0.401817,0.396637,0.391461,1.878103,0.251389,1.048535
0.579221,0.576742,0.574380,0.572130,0.569988,0.567948,0.566009,0.564165,0.562414,0.560751,0.559174,0.557680,0.556265,0.554926,0.553661,0.552467,0.788747,0.114525,0.839551
0.423016,0.419975,0.417238,0.414801,0.412660,0.410809,0.409239,0.407942,0.406907,0.406122,0.405573,0.405246,0.405126,0.405198,0.405447,0.405858,1.093842,0.195686,1.043457
0.458908,0.458237,0.457591,0.456968,0.456367,0.455787,0.455227,0.454684,0.454160,0.453652,0.453160,0.452683,0.452220,0.451771,0.451335,0.450912,1.828501,0.374919,1.207129
0.632085,0.631340,0.630623,0.629934,0.629271,0.628632,0.628016,0.627421,0.626847,0.626292,0.625756,0.625237,0.624735,0.624248,0.623777,0.623320,0.419545,0.434945,1.382324
0.505848,0.503307,0.500839,0.498440,0.496106,0.493835,0.491624,0.489472,0.487374,0.485330,0.483337,0.481393,0.479497,0.477647,0.475842,0.474080,0.406911,0.124887,0.997168
0.653185,0.651878,0.650605,0.649366,0.648158,0.646980,0.645830,0.644707,0.643610,0.642536,0.641486,0.640458,0.639451,0.638465,0.637498,0.636549,1.958588,0.544946,1.279785
0.650437,0.645684,0.641051,0.636531,0.632120,0.627813,0.623605,0.619493,0.615473,0.611542,0.607695,0.603931,0.600246,0.596638,0.593105,0.589644,1.723216,0.319765,1.012598
0.770037,0.769567,0.769110,0.768666,0.768235,0.767814,0.767405,0.767006,0.766617,0.766237,0.765866,0.765504,0.765150,0.764803,0.764464,0.764132,1.314707,0.225215,0.837598
0.716224,0.716036,0.715853,0.715677,0.715505,0.715339,0.715177,0.715020,0.714867,0.714717,0.714572,0.714430,0.714292,0.714157,0.714025,0.713896,0.698435,0.079749,0.690918
0.477241,0.477131,0.477038,0.476959,0.476896,0.476845,0.476806,0.476779,0.476762,0.476754,0.476756,0.476766,0.476784,0.476809,0.476841,0.476879,0.802785,0.198552,1.059668
0.807861,0.805049,0.802304,0.799623,0.797002,0.794438,0.791929,0.789472,0.787064,0.784703,0.782386,0.780113,0.777880,0.775687,0.773531,0.771411,0.160777,0.266301,1.202246
0.812154,0.812103,0.812055,0.812008,0.811963,0.811920,0.811878,0.811838,0.811798,0.811760,0.811723,0.811688,0.811653,0.811619,0.811586,0.811554,0.457448,0.254346,1.063965
0.684130,0.681224,0.678469,0.675857,0.673382,0.671039,0.668820,0.666721,0.664736,0.662861,0.661090,0.659419,0.657843,0.656359,0.654963,0.653650,1.984324,0.505723,1.222559
0.738648,0.735810,0.733109,0.730540,0.728097,0.725775,0.723570,0.721477,0.719491,0.717608,0.715825,0.714138,0.712543,0.711036,0.709613,0.708273,0.239390,0.012925,0.616309
0.511355,0.505008,0.498738,0.492539,0.486404,0.480328,0.474304,0.468328,0.462394,0.456498,0.450635,0.444800,0.438989,0.433198,0.427424,0.421661,1.299733,0.257348,1.076660
0.710871,0.709731,0.708772,0.707986,0.707362,0.706890,0.706561,0.706367,0.706297,0.706343,0.706496,0.706749,0.707093,0.707521,0.708026,0.708602,0.398488,0.054774,0.715332
0.767066,0.765939,0.764868,0.763851,0.762884,0.761965,0.761090,0.760257,0.759464,0.758709,0.757990,0.757304,0.756651,0.756029,0.755436,0.754870,0.792023,0.235183,0.948926
0.254731,0.242396,0.229566,0.216105,0.201821,0.186419,0.169474,0.150243,0.127332,0.098241,0.068285,0.060406,0.059825,0.062035,0.059822,0.072075,0.281972,0.337164,1.346777
0.361347,0.357076,0.352866,0.348715,0.344618,0.340574,0.336580,0.332633,0.328731,0.324874,0.321061,0.317291,0.313563,0.309878,0.306238,0.302642,1.127065,0.072036,0.804199
0.572212,0.567492,0.562858,0.558306,0.553832,0.549430,0.545098,0.540833,0.536630,0.532488,0.528404,0.524374,0.520398,0.516473,0.512597,0.508769,1.669871,0.237695,0.946387
0.563708,0.561970,0.560296,0.558683,0.557129,0.555629,0.554183,0.552787,0.551438,0.550135,0.548875,0.547658,0.546480,0.545340,0.544237,0.543169,1.405487,0.451150,1.277832
0.464585,0.463214,0.461878,0.460577,0.459307,0.458069,0.456859,0.455676,0.454520,0.453389,0.452282,0.451198,0.450136,0.449095,0.448074,0.447072,0.528107,0.147520,1.032715
0.765190,0.764133,0.763106,0.762106,0.761133,0.760185,0.759260,0.758358,0.757477,0.756616,0.755775,0.754952,0.754147,0.753359,0.752587,0.751830,1.678294,0.613265,1.319629
0.753690,0.753409,0.753160,0.752942,0.752751,0.752587,0.752446,0.752328,0.752231,0.752154,0.752094,0.752051,0.752024,0.752012,0.752013,0.752027,1.225800,0.377903,1.067480
0.857831,0.855347,0.852926,0.850566,0.848263,0.846014,0.843816,0.841668,0.839566,0.837508,0.835493,0.833518,0.831583,0.829684,0.827821,0.825992,0.299754,0.034524,0.612988
0.616999,0.612722,0.608570,0.604538,0.600622,0.596821,0.593130,0.589548,0.586073,0.582702,0.579433,0.576266,0.573198,0.570228,0.567354,0.564576,0.784536,0.142630,0.865723
0.772667,0.768854,0.765139,0.761519,0.757987,0.754542,0.751177,0.747891,0.744680,0.741542,0.738472,0.735469,0.732531,0.729656,0.726840,0.724083,1.135956,0.182203,0.770801
0.479121,0.474872,0.470702,0.466608,0.462585,0.458630,0.454739,0.450910,0.447139,0.443424,0.439762,0.436153,0.432592,0.429079,0.425612,0.422190,1.971690,0.480939,1.370020
0.676209,0.672397,0.668687,0.665076,0.661558,0.658130,0.654787,0.651526,0.648345,0.645239,0.642206,0.639243,0.636348,0.633518,0.630752,0.628046,1.899160,0.572334,1.337207
0.520066,0.519160,0.518284,0.517437,0.516617,0.515823,0.515053,0.514306,0.513580,0.512876,0.512191,0.511525,0.510876,0.510245,0.509630,0.509031,1.481761,0.314846,1.112012
0.505800,0.503161,0.500592,0.498089,0.495650,0.493272,0.490951,0.488686,0.486474,0.484314,0.482202,0.480139,0.478120,0.476147,0.474216,0.472326,1.296458,0.402761,1.255762
0.799698,0.792584,0.785569,0.778646,0.771807,0.765046,0.758357,0.751732,0.745167,0.738656,0.732194,0.725775,0.719396,0.713051,0.706736,0.700447,1.079803,0.439988,1.244043
0.790352,0.787797,0.785304,0.782869,0.780488,0.778159,0.775879,0.773647,0.771459,0.769313,0.767208,0.765142,0.763113,0.761119,0.759159,0.757232,0.212250,0.129143,0.964160
0.648406,0.648360,0.648320,0.648284,0.648254,0.648228,0.648206,0.648188,0.648173,0.648161,0.648153,0.648147,0.648144,0.648143,0.648145,0.648149,1.613719,0.327252,1.006152
0.653149,0.650899,0.648746,0.646687,0.644716,0.642830,0.641026,0.639299,0.637647,0.636066,0.634554,0.633108,0.631725,0.630402,0.629138,0.627930,0.280568,0.196423,1.099512
0.735538,0.730888,0.726370,0.721980,0.717713,0.713566,0.709535,0.705616,0.701807,0.698106,0.694509,0.691015,0.687620,0.684325,0.681126,0.678022,0.563202,0.325984,1.173145
0.793942,0.791773,0.789661,0.787604,0.785598,0.783641,0.781730,0.779864,0.778039,0.776255,0.774508,0.772798,0.771123,0.769482,0.767872,0.766294,0.719961,0.222692,0.935059
0.373236,0.368246,0.363358,0.358568,0.353873,0.349271,0.344761,0.340341,0.336011,0.331769,0.327616,0.323552,0.319577,0.315692,0.311898,0.308195,1.747548,0.367997,1.311426
0.264989,0.262571,0.260218,0.257927,0.255696,0.253524,0.251409,0.249352,0.247349,0.245401,0.243506,0.241664,0.239875,0.238137,0.236451,0.234816,1.145315,0.100892,0.987207
0.685359,0.685250,0.685145,0.685045,0.684950,0.684858,0.684770,0.684685,0.684603,0.684524,0.684449,0.684376,0.684305,0.684237,0.684171,0.684108,1.224864,0.447888,1.221582
0.858506,0.857412,0.856365,0.855361,0.854399,0.853475,0.852588,0.851736,0.850916,0.850128,0.849369,0.848638,0.847933,0.847254,0.846599,0.845967,0.342804,0.157634,0.923730
0.458592,0.447063,0.435407,0.423585,0.411549,0.399250,0.386625,0.373592,0.360056,0.345896,0.330933,0.314927,0.297525,0.278162,0.255888,0.229228,0.138784,0.114360,1.094434
0.675507,0.674798,0.674110,0.673442,0.672792,0.672159,0.671542,0.670942,0.670356,0.669784,0.669226,0.668680,0.668147,0.667626,0.667115,0.666616,1.357758,0.108152,0.652441
0.810978,0.808929,0.806986,0.805144,0.803397,0.801740,0.800170,0.798682,0.797272,0.795936,0.794671,0.793473,0.792340,0.791268,0.790255,0.789298,0.289927,0.434031,1.359082
0.782643,0.782501,0.782379,0.782277,0.782192,0.782124,0.782070,0.782031,0.782005,0.781991,0.781988,0.781996,0.782013,0.782040,0.782075,0.782118,1.422333,0.416013,1.084668
0.297859,0.297628,0.297409,0.297201,0.297004,0.296817,0.296639,0.296470,0.296309,0.296156,0.296010,0.295872,0.295739,0.295613,0.295493,0.295379,1.452749,0.054005,0.796777
0.401896,0.393206,0.384521,0.375832,0.367134,0.358422,0.349698,0.340968,0.332249,0.323568,0.314966,0.306502,0.298253,0.290313,0.282790,0.275794,0.405975,0.398980,1.393457
0.629562,0.629487,0.629414,0.629344,0.629277,0.629212,0.629150,0.629090,0.629031,0.628975,0.628920,0.628867,0.628816,0.628766,0.628718,0.628671,1.959524,0.432016,1.128418
0.870794,0.869374,0.868027,0.866749,0.865536,0.864384,0.863290,0.862251,0.861264,0.860326,0.859434,0.858587,0.857781,0.857016,0.856288,0.855597,0.519216,0.184952,0.899902
0.622023,0.619267,0.616579,0.613955,0.611392,0.608888,0.606438,0.604041,0.601693,0.599393,0.597139,0.594928,0.592758,0.590629,0.588537,0.586482,1.652089,0.492995,1.292480
0.704392,0.701592,0.698865,0.696207,0.693614,0.691083,0.688611,0.686196,0.683834,0.681524,0.679263,0.677049,0.674881,0.672756,0.670673,0.668630,1.028330,0.434792,1.250293
0.828695,0.828679,0.828666,0.828655,0.828646,0.828639,0.828634,0.828631,0.828629,0.828628,0.828630,0.828632,0.828635,0.828640,0.828645,0.828652,0.215993,0.197465,1.055371
0.645748,0.645633,0.645523,0.645415,0.645311,0.645209,0.645110,0.645014,0.644920,0.644829,0.644740,0.644653,0.644568,0.644485,0.644404,0.644324,0.224884,0.359375,1.333105
0.353919,0.349282,0.344708,0.340192,0.335732,0.331323,0.326964,0.322652,0.318387,0.314166,0.309989,0.305856,0.301767,0.297723,0.293726,0.289777,1.320791,0.381552,1.358496
0.765483,0.760832,0.756291,0.751854,0.747516,0.743273,0.739120,0.735054,0.731072,0.727170,0.723345,0.719595,0.715917,0.712309,0.708769,0.705295,0.433116,0.243006,1.098535
0.807540,0.806949,0.806376,0.805820,0.805280,0.804754,0.804242,0.803744,0.803259,0.802785,0.802323,0.801872,0.801431,0.801001,0.800580,0.800168,1.089630,0.310270,0.975879
0.718735,0.718119,0.717523,0.716946,0.716387,0.715844,0.715317,0.714804,0.714306,0.713821,0.713349,0.712889,0.712441,0.712004,0.711577,0.711160,1.908051,0.234480,0.792090
0.652763,0.650935,0.649242,0.647680,0.646241,0.644920,0.643713,0.642612,0.641613,0.640712,0.639902,0.639179,0.638539,0.637976,0.637488,0.637069,0.914154,0.290612,1.093457
0.599606,0.599133,0.598673,0.598226,0.597792,0.597370,0.596959,0.596559,0.596168,0.595787,0.595416,0.595053,0.594698,0.594351,0.594012,0.593680,0.553843,0.129823,0.919824
0.614533,0.609293,0.604214,0.599291,0.594524,0.589909,0.585446,0.581133,0.576970,0.572953,0.569084,0.565361,0.561782,0.558346,0.555053,0.551900,0.943166,0.053131,0.613770
0.648528,0.643508,0.638584,0.633751,0.629005,0.624340,0.619752,0.615238,0.610795,0.606419,0.602108,0.597858,0.593668,0.589534,0.585455,0.581429,1.614187,0.120011,0.641699
0.493772,0.487902,0.482125,0.476437,0.470836,0.465318,0.459883,0.454530,0.449259,0.444069,0.438963,0.433943,0.429009,0.424166,0.419418,0.414766,1.240306,0.298843,1.190918
0.384515,0.376458,0.368571,0.360891,0.353471,0.346390,0.339741,0.333669,0.328330,0.323884,0.320453,0.318084,0.316735,0.316293,0.316609,0.317532,0.135040,-0.005362,0.726855
0.794488,0.793162,0.791890,0.790668,0.789494,0.788365,0.787279,0.786233,0.785225,0.784253,0.783315,0.782410,0.781536,0.780691,0.779875,0.779086,1.265106,0.427102,1.118848
0.889793,0.885829,0.882008,0.878325,0.874774,0.871350,0.868048,0.864863,0.861792,0.858829,0.855973,0.853218,0.850563,0.848002,0.845535,0.843157,0.253896,0.324890,1.223145
